Entity,Code,Year,Deaths - Opioid use disorders - Sex: Both - Age: All Ages (Number),Deaths - Cocaine use disorders - Sex: Both - Age: All Ages (Number),Deaths - Other drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Amphetamine use disorders - Sex: Both - Age: All Ages (Number)
Belarus,BLR,1991,128,3,10,3
Belarus,BLR,1992,139,3,11,4
Belarus,BLR,1993,154,4,13,4
Belarus,BLR,1994,159,4,14,5
Belarus,BLR,1995,167,4,15,5
Belarus,BLR,1996,168,4,15,5
Belarus,BLR,1997,173,4,16,5
Belarus,BLR,1998,185,4,18,6
Belarus,BLR,1999,202,4,20,7
Belarus,BLR,2000,205,4,20,7
Belarus,BLR,2001,237,5,24,8
Belarus,BLR,2002,328,8,34,13
Belarus,BLR,2003,351,8,36,14
Belarus,BLR,2004,327,8,34,14
Belarus,BLR,2005,324,9,35,16
Belarus,BLR,2006,304,8,34,15
Belarus,BLR,2007,299,8,33,14
Belarus,BLR,2008,267,8,31,12
Belarus,BLR,2009,272,8,33,13
Belarus,BLR,2010,318,10,40,15
Belarus,BLR,2011,300,10,40,14
Belarus,BLR,2012,289,9,38,12
Belarus,BLR,2013,287,9,39,11
Belarus,BLR,2014,274,9,38,10
Belarus,BLR,2015,247,8,35,8
Belarus,BLR,2016,227,7,34,6
Belarus,BLR,2017,211,6,33,6
Belarus,BLR,2018,201,6,32,5
Belarus,BLR,2019,194,6,31,5
Belgium,BEL,1990,57,2,9,3
Belgium,BEL,1991,66,2,10,3
Belgium,BEL,1992,72,2,12,3
Belgium,BEL,1993,89,2,12,4
Belgium,BEL,1994,100,2,13,4
Belgium,BEL,1995,107,3,15,4
Belgium,BEL,1996,109,4,20,5
Belgium,BEL,1997,113,4,19,5
Belgium,BEL,1998,107,5,21,6
Belgium,BEL,1999,114,6,23,7
Belgium,BEL,2000,122,7,25,8
Belgium,BEL,2001,122,8,25,8
Belgium,BEL,2002,121,8,25,8
Belgium,BEL,2003,121,8,25,8
Belgium,BEL,2004,120,8,25,8
Belgium,BEL,2005,124,8,26,8
Belgium,BEL,2006,126,8,27,8
Belgium,BEL,2007,135,9,29,9
Belgium,BEL,2008,144,9,31,10
Belgium,BEL,2009,149,9,32,11
Belgium,BEL,2010,149,9,32,11
Belgium,BEL,2011,146,9,32,11
Belgium,BEL,2012,146,9,32,11
Belgium,BEL,2013,147,8,32,10
Belgium,BEL,2014,148,9,33,10
Belgium,BEL,2015,150,9,34,10
Belgium,BEL,2016,151,9,34,11
Belgium,BEL,2017,157,9,34,11
Belgium,BEL,2018,161,10,35,11
Belgium,BEL,2019,166,10,36,12
Belize,BLZ,1990,0,0,0,0
Belize,BLZ,1991,0,0,0,0
Belize,BLZ,1992,0,0,0,0
Belize,BLZ,1993,0,0,0,0
Belize,BLZ,1994,0,0,0,0
Belize,BLZ,1995,0,0,0,0
Belize,BLZ,1996,0,0,0,0
Belize,BLZ,1997,0,0,0,0
Belize,BLZ,1998,0,0,0,0
Belize,BLZ,1999,0,0,0,0
Belize,BLZ,2000,0,0,0,0
Belize,BLZ,2001,0,0,0,0
Belize,BLZ,2002,0,0,0,0
Belize,BLZ,2003,0,0,0,0
Belize,BLZ,2004,0,0,0,0
Belize,BLZ,2005,0,0,0,0
Belize,BLZ,2006,0,0,0,0
Belize,BLZ,2007,0,0,0,0
Belize,BLZ,2008,0,0,0,0
Belize,BLZ,2009,0,0,0,0
Belize,BLZ,2010,0,0,0,0
Belize,BLZ,2011,0,0,0,0
Belize,BLZ,2012,0,0,0,0
Belize,BLZ,2013,0,0,0,0
Belize,BLZ,2014,0,0,0,0
Belize,BLZ,2015,0,0,0,0
Belize,BLZ,2016,0,0,0,0
Belize,BLZ,2017,0,0,0,0
Belize,BLZ,2018,0,0,0,0
Belize,BLZ,2019,0,0,0,0
Benin,BEN,1990,4,0,1,0
Benin,BEN,1991,4,0,1,0
Benin,BEN,1992,5,0,1,0
Benin,BEN,1993,5,0,1,0
Benin,BEN,1994,5,0,1,0
Benin,BEN,1995,5,0,1,0
Benin,BEN,1996,5,0,1,0
Benin,BEN,1997,6,0,1,0
Benin,BEN,1998,6,0,1,0
Benin,BEN,1999,6,0,1,0
Benin,BEN,2000,6,0,1,0
Benin,BEN,2001,6,0,1,0
Benin,BEN,2002,6,0,1,0
Benin,BEN,2003,6,0,1,0
Benin,BEN,2004,7,0,1,0
Benin,BEN,2005,7,0,1,0
Benin,BEN,2006,7,0,1,0
Benin,BEN,2007,7,0,1,0
Benin,BEN,2008,8,0,1,0
Benin,BEN,2009,8,0,1,0
Benin,BEN,2010,9,0,1,0
Benin,BEN,2011,9,0,1,0
Benin,BEN,2012,10,0,1,0
Benin,BEN,2013,10,0,1,0
Benin,BEN,2014,10,0,1,0
Benin,BEN,2015,11,0,1,0
Benin,BEN,2016,11,0,1,0
Benin,BEN,2017,12,0,1,0
Benin,BEN,2018,13,0,2,0
Benin,BEN,2019,13,0,2,0
Bermuda,BMU,1990,0,0,0,0
Bermuda,BMU,1991,0,0,0,0
Bermuda,BMU,1992,0,0,0,0
Bermuda,BMU,1993,0,0,0,0
Bermuda,BMU,1994,0,0,0,0
Bermuda,BMU,1995,0,0,0,0
Bermuda,BMU,1996,0,0,0,0
Bermuda,BMU,1997,1,1,0,0
Bermuda,BMU,1998,1,1,0,0
Bermuda,BMU,1999,1,1,0,0
Bermuda,BMU,2000,1,1,0,0
Bermuda,BMU,2001,1,1,0,0
Bermuda,BMU,2002,0,1,0,0
Bermuda,BMU,2003,0,1,0,0
Bermuda,BMU,2004,0,1,0,0
Bermuda,BMU,2005,0,1,0,0
Bermuda,BMU,2006,0,1,0,0
Bermuda,BMU,2007,0,1,0,0
Bermuda,BMU,2008,0,1,0,0
Bermuda,BMU,2009,0,1,0,0
Bermuda,BMU,2010,0,0,0,0
Bermuda,BMU,2011,0,0,0,0
Bermuda,BMU,2012,0,0,0,0
Bermuda,BMU,2013,0,0,0,0
Bermuda,BMU,2014,0,0,0,0
Bermuda,BMU,2015,0,0,0,0
Bermuda,BMU,2016,0,0,0,0
Bermuda,BMU,2017,0,0,0,0
Bermuda,BMU,2018,0,0,0,0
Bermuda,BMU,2019,0,0,0,0
Bhutan,BTN,1990,1,0,0,0
Bhutan,BTN,1991,1,0,0,0
Bhutan,BTN,1992,1,0,0,0
Bhutan,BTN,1993,1,0,0,0
Bhutan,BTN,1994,1,0,0,0
Bhutan,BTN,1995,1,0,0,0
Bhutan,BTN,1996,1,0,0,0
Bhutan,BTN,1997,1,0,0,0
Bhutan,BTN,1998,1,0,0,0
Bhutan,BTN,1999,1,0,0,0
Bhutan,BTN,2000,1,0,0,0
Bhutan,BTN,2001,1,0,0,0
Bhutan,BTN,2002,1,0,0,0
Bhutan,BTN,2003,1,0,0,0
Bhutan,BTN,2004,1,0,0,0
Bhutan,BTN,2005,1,0,0,0
Bhutan,BTN,2006,1,0,0,0
Bhutan,BTN,2007,1,0,0,0
Bhutan,BTN,2008,1,0,0,0
Bhutan,BTN,2009,1,0,0,0
Bhutan,BTN,2010,1,0,0,0
Bhutan,BTN,2011,1,0,0,0
Bhutan,BTN,2012,1,0,0,0
Bhutan,BTN,2013,1,0,0,0
Bhutan,BTN,2014,1,0,0,0
Bhutan,BTN,2015,1,0,0,0
Bhutan,BTN,2016,1,0,0,0
Bhutan,BTN,2017,1,0,0,0
Bhutan,BTN,2018,1,0,0,0
Bhutan,BTN,2019,1,0,0,0
Bolivia,BOL,1990,5,8,5,1
Bolivia,BOL,1991,5,9,5,1
Bolivia,BOL,1992,5,9,6,1
Bolivia,BOL,1993,6,10,6,1
Bolivia,BOL,1994,6,10,6,1
Bolivia,BOL,1995,6,11,7,1
Bolivia,BOL,1996,6,11,7,2
Bolivia,BOL,1997,7,12,8,2
Bolivia,BOL,1998,7,13,8,2
Bolivia,BOL,1999,7,13,8,2
Bolivia,BOL,2000,8,14,9,2
Bolivia,BOL,2001,8,14,9,2
Bolivia,BOL,2002,8,15,9,2
Bolivia,BOL,2003,8,15,9,2
Bolivia,BOL,2004,9,16,10,2
Bolivia,BOL,2005,9,16,10,2
Bolivia,BOL,2006,9,16,10,2
Bolivia,BOL,2007,9,17,10,2
Bolivia,BOL,2008,10,18,10,3
Bolivia,BOL,2009,10,18,10,3
Bolivia,BOL,2010,10,18,11,3
Bolivia,BOL,2011,11,19,11,3
Bolivia,BOL,2012,11,20,11,3
Bolivia,BOL,2013,11,20,11,3
Bolivia,BOL,2014,11,20,11,3
Bolivia,BOL,2015,12,21,11,3
Bolivia,BOL,2016,12,23,12,3
Bolivia,BOL,2017,13,24,13,4
Bolivia,BOL,2018,13,24,13,4
Bolivia,BOL,2019,14,25,13,4
Bosnia and Herzegovina,BIH,1990,3,0,1,0
Bosnia and Herzegovina,BIH,1991,4,0,1,0
Bosnia and Herzegovina,BIH,1992,4,0,1,0
Bosnia and Herzegovina,BIH,1993,3,0,1,0
Bosnia and Herzegovina,BIH,1994,3,0,1,0
Bosnia and Herzegovina,BIH,1995,3,0,1,0
Bosnia and Herzegovina,BIH,1996,3,0,1,0
Bosnia and Herzegovina,BIH,1997,3,0,1,0
Bosnia and Herzegovina,BIH,1998,3,0,1,0
Bosnia and Herzegovina,BIH,1999,3,0,1,0
Bosnia and Herzegovina,BIH,2000,3,0,1,0
Bosnia and Herzegovina,BIH,2001,4,0,1,0
Bosnia and Herzegovina,BIH,2002,4,0,1,0
Bosnia and Herzegovina,BIH,2003,5,0,1,0
Bosnia and Herzegovina,BIH,2004,5,0,1,0
Bosnia and Herzegovina,BIH,2005,6,0,2,0
Bosnia and Herzegovina,BIH,2006,6,0,2,0
Bosnia and Herzegovina,BIH,2007,6,0,2,0
Bosnia and Herzegovina,BIH,2008,6,0,2,0
Bosnia and Herzegovina,BIH,2009,6,0,2,0
Bosnia and Herzegovina,BIH,2010,6,0,2,0
Bosnia and Herzegovina,BIH,2011,5,0,2,0
Bosnia and Herzegovina,BIH,2012,7,0,2,0
Bosnia and Herzegovina,BIH,2013,8,0,2,0
Bosnia and Herzegovina,BIH,2014,9,0,3,0
Bosnia and Herzegovina,BIH,2015,8,0,3,0
Bosnia and Herzegovina,BIH,2016,8,0,3,0
Bosnia and Herzegovina,BIH,2017,8,0,3,0
Bosnia and Herzegovina,BIH,2018,8,0,3,0
Bosnia and Herzegovina,BIH,2019,7,0,3,0
Botswana,BWA,1990,2,0,1,0
Botswana,BWA,1991,2,0,1,0
Botswana,BWA,1992,2,0,1,0
Botswana,BWA,1993,2,0,1,0
Botswana,BWA,1994,3,0,2,0
Botswana,BWA,1995,3,0,2,0
Botswana,BWA,1996,3,0,2,0
Botswana,BWA,1997,3,0,2,0
Botswana,BWA,1998,3,0,2,0
Botswana,BWA,1999,3,0,2,0
Botswana,BWA,2000,3,0,3,0
Botswana,BWA,2001,3,0,2,0
Botswana,BWA,2002,3,0,2,0
Botswana,BWA,2003,3,0,2,0
Botswana,BWA,2004,3,0,2,0
Botswana,BWA,2005,3,0,2,0
Botswana,BWA,2006,3,0,2,0
Botswana,BWA,2007,3,0,2,0
Botswana,BWA,2008,3,0,2,0
Botswana,BWA,2009,3,0,2,0
Botswana,BWA,2010,3,0,2,0
Botswana,BWA,2011,3,0,2,0
Botswana,BWA,2012,4,0,2,0
Botswana,BWA,2013,4,0,2,0
Botswana,BWA,2014,4,0,2,0
Botswana,BWA,2015,4,0,2,0
Botswana,BWA,2016,4,0,2,0
Botswana,BWA,2017,4,0,2,0
Botswana,BWA,2018,4,1,2,0
Botswana,BWA,2019,4,1,2,0
Brazil,BRA,1990,37,110,37,4
Brazil,BRA,1991,39,113,39,4
Brazil,BRA,1992,40,114,40,4
Brazil,BRA,1993,42,121,42,4
Brazil,BRA,1994,44,132,45,4
Brazil,BRA,1995,47,144,51,4
Brazil,BRA,1996,51,153,55,4
Brazil,BRA,1997,53,156,57,5
Brazil,BRA,1998,55,159,61,5
Brazil,BRA,1999,57,156,62,5
Brazil,BRA,2000,59,155,63,5
Brazil,BRA,2001,61,157,67,4
Brazil,BRA,2002,63,160,69,5
Brazil,BRA,2003,65,166,72,5
Brazil,BRA,2004,68,179,76,5
Brazil,BRA,2005,70,196,81,5
Brazil,BRA,2006,74,223,88,6
Brazil,BRA,2007,78,252,96,7
Brazil,BRA,2008,81,292,105,8
Brazil,BRA,2009,85,343,116,8
Brazil,BRA,2010,90,412,131,10
Brazil,BRA,2011,95,485,147,12
Brazil,BRA,2012,99,555,160,13
Brazil,BRA,2013,105,626,175,15
Brazil,BRA,2014,109,685,188,16
Brazil,BRA,2015,115,715,196,16
Brazil,BRA,2016,120,752,208,18
Brazil,BRA,2017,124,766,210,18
Brazil,BRA,2018,128,752,214,18
Brazil,BRA,2019,133,756,219,19
Brunei,BRN,1990,3,0,1,0
Brunei,BRN,1991,3,0,1,0
Brunei,BRN,1992,3,0,1,0
Brunei,BRN,1993,3,0,1,0
Brunei,BRN,1994,3,0,1,0
Brunei,BRN,1995,3,0,1,0
Brunei,BRN,1996,4,0,1,0
Brunei,BRN,1997,3,0,1,0
Brunei,BRN,1998,3,0,1,0
Brunei,BRN,1999,3,0,1,0
Brunei,BRN,2000,2,0,1,0
Brunei,BRN,2001,2,0,0,0
Brunei,BRN,2002,2,0,0,0
Brunei,BRN,2003,1,0,0,0
Brunei,BRN,2004,1,0,0,0
Brunei,BRN,2005,1,0,0,0
Brunei,BRN,2006,1,0,0,0
Brunei,BRN,2007,1,0,0,0
Brunei,BRN,2008,1,0,0,0
Brunei,BRN,2009,1,0,0,0
Brunei,BRN,2010,1,0,0,0
Brunei,BRN,2011,1,0,0,0
Brunei,BRN,2012,1,0,0,0
Brunei,BRN,2013,1,0,0,0
Brunei,BRN,2014,1,0,0,0
Brunei,BRN,2015,1,0,0,0
Brunei,BRN,2016,1,0,0,0
Brunei,BRN,2017,2,0,1,0
Brunei,BRN,2018,2,0,1,0
Brunei,BRN,2019,2,0,1,0
Bulgaria,BGR,1990,25,1,3,1
Bulgaria,BGR,1991,25,1,3,1
Bulgaria,BGR,1992,27,1,4,1
Bulgaria,BGR,1993,29,1,4,2
Bulgaria,BGR,1994,31,1,4,2
Bulgaria,BGR,1995,35,1,5,2
Bulgaria,BGR,1996,37,1,5,2
Bulgaria,BGR,1997,42,1,6,2
Bulgaria,BGR,1998,44,1,6,3
Bulgaria,BGR,1999,46,1,7,3
Bulgaria,BGR,2000,47,1,8,3
Bulgaria,BGR,2001,45,1,8,3
Bulgaria,BGR,2002,42,1,9,3
Bulgaria,BGR,2003,42,1,9,3
Bulgaria,BGR,2004,45,1,10,3
Bulgaria,BGR,2005,51,2,10,3
Bulgaria,BGR,2006,52,2,11,3
Bulgaria,BGR,2007,54,2,11,4
Bulgaria,BGR,2008,55,2,11,4
Bulgaria,BGR,2009,51,2,11,4
Bulgaria,BGR,2010,50,2,11,3
Bulgaria,BGR,2011,46,2,10,3
Bulgaria,BGR,2012,43,1,10,3
Bulgaria,BGR,2013,43,1,9,3
Bulgaria,BGR,2014,43,1,10,3
Bulgaria,BGR,2015,45,1,9,3
Bulgaria,BGR,2016,47,2,10,3
Bulgaria,BGR,2017,48,2,10,3
Bulgaria,BGR,2018,50,2,11,3
Bulgaria,BGR,2019,52,2,11,3
Burkina Faso,BFA,1990,13,0,2,0
Burkina Faso,BFA,1991,13,0,2,0
Burkina Faso,BFA,1992,13,0,2,0
Burkina Faso,BFA,1993,14,0,2,0
Burkina Faso,BFA,1994,14,0,2,0
Burkina Faso,BFA,1995,15,0,2,0
Burkina Faso,BFA,1996,15,0,2,0
Burkina Faso,BFA,1997,16,0,3,0
Burkina Faso,BFA,1998,17,0,3,0
Burkina Faso,BFA,1999,17,0,3,0
Burkina Faso,BFA,2000,18,0,3,0
Burkina Faso,BFA,2001,19,0,3,0
Burkina Faso,BFA,2002,19,0,3,0
Burkina Faso,BFA,2003,20,0,3,0
Burkina Faso,BFA,2004,21,0,3,0
Burkina Faso,BFA,2005,22,0,3,0
Burkina Faso,BFA,2006,23,0,3,0
Burkina Faso,BFA,2007,24,0,3,0
Burkina Faso,BFA,2008,25,0,3,0
Burkina Faso,BFA,2009,26,0,3,0
Burkina Faso,BFA,2010,29,0,3,0
Burkina Faso,BFA,2011,30,0,4,0
Burkina Faso,BFA,2012,33,0,4,0
Burkina Faso,BFA,2013,36,0,4,0
Burkina Faso,BFA,2014,38,0,4,0
Burkina Faso,BFA,2015,41,0,4,0
Burkina Faso,BFA,2016,44,0,5,0
Burkina Faso,BFA,2017,47,0,5,0
Burkina Faso,BFA,2018,50,0,5,0
Burkina Faso,BFA,2019,53,0,5,0
Burundi,BDI,1990,5,0,2,0
Burundi,BDI,1991,5,0,2,0
Burundi,BDI,1992,5,0,2,0
Burundi,BDI,1993,5,0,2,0
Burundi,BDI,1994,5,0,2,0
Burundi,BDI,1995,5,0,2,0
Burundi,BDI,1996,5,0,2,0
Burundi,BDI,1997,5,0,2,0
Burundi,BDI,1998,5,0,2,0
Burundi,BDI,1999,5,0,2,0
Burundi,BDI,2000,5,0,2,0
Burundi,BDI,2001,5,0,2,0
Burundi,BDI,2002,5,0,2,0
Burundi,BDI,2003,6,0,2,0
Burundi,BDI,2004,6,0,2,0
Burundi,BDI,2005,6,0,2,0
Burundi,BDI,2006,6,0,2,0
Burundi,BDI,2007,7,0,2,0
Burundi,BDI,2008,7,0,2,0
Burundi,BDI,2009,7,0,2,0
Burundi,BDI,2010,8,0,2,0
Burundi,BDI,2011,8,0,2,0
Burundi,BDI,2012,9,0,2,0
Burundi,BDI,2013,9,0,2,0
Burundi,BDI,2014,9,1,3,0
Burundi,BDI,2015,10,1,3,0
Burundi,BDI,2016,10,1,3,0
Burundi,BDI,2017,11,1,3,0
Burundi,BDI,2018,11,1,3,0
Burundi,BDI,2019,12,1,3,0
Cambodia,KHM,1990,14,1,3,1
Cambodia,KHM,1991,14,1,3,1
Cambodia,KHM,1992,15,1,3,1
Cambodia,KHM,1993,15,1,3,1
Cambodia,KHM,1994,16,1,3,1
Cambodia,KHM,1995,16,1,3,1
Cambodia,KHM,1996,17,1,3,1
Cambodia,KHM,1997,17,1,3,1
Cambodia,KHM,1998,18,1,4,1
Cambodia,KHM,1999,18,1,4,1
Cambodia,KHM,2000,19,1,4,1
Cambodia,KHM,2001,19,1,4,1
Cambodia,KHM,2002,19,1,4,1
Cambodia,KHM,2003,19,1,4,1
Cambodia,KHM,2004,19,1,4,1
Cambodia,KHM,2005,20,1,4,1
Cambodia,KHM,2006,20,1,4,1
Cambodia,KHM,2007,20,1,4,1
Cambodia,KHM,2008,20,2,5,1
Cambodia,KHM,2009,21,2,5,1
Cambodia,KHM,2010,21,2,5,1
Cambodia,KHM,2011,21,2,5,1
Cambodia,KHM,2012,22,2,5,1
Cambodia,KHM,2013,22,2,5,1
Cambodia,KHM,2014,23,2,5,1
Cambodia,KHM,2015,24,2,6,1
Cambodia,KHM,2016,24,2,6,1
Cambodia,KHM,2017,25,2,6,2
Cambodia,KHM,2018,26,2,6,2
Cambodia,KHM,2019,26,2,7,2
Cameroon,CMR,1990,14,0,2,0
Cameroon,CMR,1991,15,0,3,0
Cameroon,CMR,1992,16,0,3,0
Cameroon,CMR,1993,18,0,3,0
Cameroon,CMR,1994,19,0,3,0
Cameroon,CMR,1995,20,0,4,0
Cameroon,CMR,1996,22,0,4,0
Cameroon,CMR,1997,23,0,4,0
Cameroon,CMR,1998,24,0,4,0
Cameroon,CMR,1999,25,0,5,0
Cameroon,CMR,2000,26,0,5,0
Cameroon,CMR,2001,27,0,5,0
Cameroon,CMR,2002,29,0,5,0
Cameroon,CMR,2003,31,0,5,0
Cameroon,CMR,2004,33,0,5,0
Cameroon,CMR,2005,35,0,5,0
Cameroon,CMR,2006,36,1,5,0
Cameroon,CMR,2007,38,1,5,0
Cameroon,CMR,2008,40,1,6,0
Cameroon,CMR,2009,42,1,6,0
Cameroon,CMR,2010,45,1,6,0
Cameroon,CMR,2011,47,1,6,0
Cameroon,CMR,2012,50,1,7,0
Cameroon,CMR,2013,53,1,7,0
Cameroon,CMR,2014,55,1,7,0
Cameroon,CMR,2015,57,1,8,0
Cameroon,CMR,2016,60,1,8,0
Cameroon,CMR,2017,63,1,8,0
Cameroon,CMR,2018,66,1,9,0
Cameroon,CMR,2019,69,1,9,0
Canada,CAN,1990,352,39,33,16
Canada,CAN,1991,401,42,35,17
Canada,CAN,1992,446,46,37,19
Canada,CAN,1993,501,48,40,21
Canada,CAN,1994,535,52,41,22
Canada,CAN,1995,550,55,43,23
Canada,CAN,1996,572,59,46,25
Canada,CAN,1997,600,64,49,27
Canada,CAN,1998,656,72,53,30
Canada,CAN,1999,688,80,58,33
Canada,CAN,2000,704,94,66,38
Canada,CAN,2001,723,105,72,42
Canada,CAN,2002,751,116,78,45
Canada,CAN,2003,767,127,84,48
Canada,CAN,2004,794,137,88,51
Canada,CAN,2005,838,148,94,55
Canada,CAN,2006,876,155,98,58
Canada,CAN,2007,926,164,101,62
Canada,CAN,2008,972,168,105,66
Canada,CAN,2009,1021,172,110,69
Canada,CAN,2010,1070,174,112,71
Canada,CAN,2011,1130,182,115,74
Canada,CAN,2012,1204,194,122,82
Canada,CAN,2013,1285,208,128,88
Canada,CAN,2014,1393,227,139,98
Canada,CAN,2015,1517,246,149,110
Canada,CAN,2016,1610,270,164,122
Canada,CAN,2017,1711,293,175,133
Canada,CAN,2018,1785,308,181,139
Canada,CAN,2019,1867,325,189,146
Cape Verde,CPV,1990,0,0,0,0
Cape Verde,CPV,1991,0,0,0,0
Cape Verde,CPV,1992,0,0,0,0
Cape Verde,CPV,1993,0,0,0,0
Cape Verde,CPV,1994,0,0,0,0
Cape Verde,CPV,1995,0,0,0,0
Cape Verde,CPV,1996,0,0,0,0
Cape Verde,CPV,1997,0,0,0,0
Cape Verde,CPV,1998,0,0,0,0
Cape Verde,CPV,1999,0,0,0,0
Cape Verde,CPV,2000,0,0,0,0
Cape Verde,CPV,2001,0,0,0,0
Cape Verde,CPV,2002,0,0,0,0
Cape Verde,CPV,2003,0,0,0,0
Cape Verde,CPV,2004,0,0,0,0
Cape Verde,CPV,2005,1,0,0,0
Cape Verde,CPV,2006,1,0,0,0
Cape Verde,CPV,2007,1,0,0,0
Cape Verde,CPV,2008,1,0,0,0
Cape Verde,CPV,2009,1,0,0,0
Cape Verde,CPV,2010,1,0,0,0
Cape Verde,CPV,2011,1,0,0,0
Cape Verde,CPV,2012,1,0,0,0
Cape Verde,CPV,2013,1,0,0,0
Cape Verde,CPV,2014,1,0,0,0
Cape Verde,CPV,2015,1,0,0,0
Cape Verde,CPV,2016,1,0,0,0
Cape Verde,CPV,2017,1,0,0,0
Cape Verde,CPV,2018,1,0,0,0
Cape Verde,CPV,2019,1,0,0,0
Caribbean,,1990,29,25,15,3
Caribbean,,1991,33,29,17,4
Caribbean,,1992,39,34,19,5
Caribbean,,1993,50,45,23,7
Caribbean,,1994,73,64,29,10
Caribbean,,1995,100,90,38,13
Caribbean,,1996,110,105,44,16
Caribbean,,1997,129,124,49,19
Caribbean,,1998,136,151,57,23
Caribbean,,1999,120,170,58,25
Caribbean,,2000,119,189,62,28
Caribbean,,2001,115,197,65,30
Caribbean,,2002,104,185,61,27
Caribbean,,2003,94,171,58,25
Caribbean,,2004,87,159,55,24
Caribbean,,2005,83,154,55,23
Caribbean,,2006,80,146,54,23
Caribbean,,2007,76,136,52,21
Caribbean,,2008,71,121,50,20
Caribbean,,2009,67,107,49,18
Caribbean,,2010,62,93,45,16
Caribbean,,2011,61,88,46,16
Caribbean,,2012,59,80,45,14
Caribbean,,2013,59,77,46,14
Caribbean,,2014,60,76,47,14
Caribbean,,2015,59,73,49,13
Caribbean,,2016,62,76,52,14
Caribbean,,2017,64,77,54,15
Caribbean,,2018,65,79,56,15
Caribbean,,2019,67,80,57,15
Central African Republic,CAF,1990,3,0,2,0
Central African Republic,CAF,1991,4,0,2,0
Central African Republic,CAF,1992,4,0,2,0
Central African Republic,CAF,1993,4,0,2,0
Central African Republic,CAF,1994,4,0,2,0
Central African Republic,CAF,1995,4,0,2,0
Central African Republic,CAF,1996,4,0,2,0
Central African Republic,CAF,1997,4,0,2,0
Central African Republic,CAF,1998,5,0,2,0
Central African Republic,CAF,1999,5,0,2,0
Central African Republic,CAF,2000,5,0,2,0
Central African Republic,CAF,2001,5,0,2,0
Central African Republic,CAF,2002,5,0,2,0
Central African Republic,CAF,2003,6,0,3,0
Central African Republic,CAF,2004,6,0,3,0
Central African Republic,CAF,2005,6,0,3,0
Central African Republic,CAF,2006,6,0,3,0
Central African Republic,CAF,2007,6,0,3,0
Central African Republic,CAF,2008,6,0,3,0
Central African Republic,CAF,2009,7,1,3,0
Central African Republic,CAF,2010,7,1,3,0
Central African Republic,CAF,2011,8,1,3,0
Central African Republic,CAF,2012,8,1,3,0
Central African Republic,CAF,2013,8,1,3,0
Central African Republic,CAF,2014,8,1,3,0
Central African Republic,CAF,2015,8,1,3,0
Central African Republic,CAF,2016,8,1,3,0
Central African Republic,CAF,2017,9,1,3,0
Central African Republic,CAF,2018,9,1,3,0
Central African Republic,CAF,2019,9,1,4,0
Central Asia,,1990,233,32,40,17
Central Asia,,1991,262,36,47,20
Central Asia,,1992,292,38,55,23
Central Asia,,1993,326,41,63,26
Central Asia,,1994,359,43,72,30
Central Asia,,1995,390,44,81,32
Central Asia,,1996,417,45,89,34
Central Asia,,1997,445,45,93,35
Central Asia,,1998,482,46,99,37
Central Asia,,1999,524,48,107,40
Central Asia,,2000,567,52,121,44
Central Asia,,2001,582,53,124,46
Central Asia,,2002,589,55,127,47
Central Asia,,2003,616,59,135,51
Central Asia,,2004,685,69,155,59
Central Asia,,2005,734,77,171,67
Central Asia,,2006,754,82,178,72
Central Asia,,2007,751,85,175,73
Central Asia,,2008,734,85,161,69
Central Asia,,2009,711,84,146,64
Central Asia,,2010,695,85,141,62
Central Asia,,2011,684,86,137,62
Central Asia,,2012,680,87,134,61
Central Asia,,2013,682,91,131,61
Central Asia,,2014,669,92,128,59
Central Asia,,2015,677,94,125,57
Central Asia,,2016,683,97,125,57
Central Asia,,2017,693,99,125,57
Central Asia,,2018,764,111,136,64
Central Asia,,2019,839,124,150,73
Central Europe,,1990,505,19,67,29
Central Europe,,1991,526,20,72,31
Central Europe,,1992,533,20,74,32
Central Europe,,1993,548,20,74,31
Central Europe,,1994,577,20,77,33
Central Europe,,1995,614,22,82,36
Central Europe,,1996,637,22,83,37
Central Europe,,1997,666,23,87,39
Central Europe,,1998,677,23,87,39
Central Europe,,1999,705,24,88,40
Central Europe,,2000,693,23,90,39
Central Europe,,2001,686,23,91,39
Central Europe,,2002,673,23,93,38
Central Europe,,2003,679,23,95,38
Central Europe,,2004,682,23,97,39
Central Europe,,2005,678,23,100,39
Central Europe,,2006,652,24,102,38
Central Europe,,2007,652,25,106,40
Central Europe,,2008,657,25,110,41
Central Europe,,2009,645,25,111,39
Central Europe,,2010,629,24,112,38
Central Europe,,2011,604,23,113,36
Central Europe,,2012,602,24,113,36
Central Europe,,2013,597,24,114,36
Central Europe,,2014,598,24,117,36
Central Europe,,2015,605,24,120,37
Central Europe,,2016,604,25,121,37
Central Europe,,2017,624,26,125,38
Central Europe,,2018,646,27,130,39
Central Europe,,2019,665,29,135,41
"Central Europe, Eastern Europe, and Central Asia",,1990,5793,250,593,260
"Central Europe, Eastern Europe, and Central Asia",,1991,6323,273,667,291
"Central Europe, Eastern Europe, and Central Asia",,1992,7147,303,804,350
"Central Europe, Eastern Europe, and Central Asia",,1993,8386,348,1032,458
"Central Europe, Eastern Europe, and Central Asia",,1994,9228,373,1202,542
"Central Europe, Eastern Europe, and Central Asia",,1995,9354,363,1226,548
